Timestamp	LeftEyePosition3D.x	LeftEyePosition3D.y	LeftEyePosition3D.z	LeftEyePosition3DRelative.x	LeftEyePosition3DRelative.y	LeftEyePosition3DRelative.z	LeftGazePoint2D.x	LeftGazePoint2D.y	LeftGazePoint3D.x	LeftGazePoint3D.y	LeftGazePoint3D.z	LeftPupil	LeftValidity	RightEyePosition3D.x	RightEyePosition3D.y	RightEyePosition3D.z	RightEyePosition3DRelative.x	RightEyePosition3DRelative.y	RightEyePosition3DRelative.z	RightGazePoint2D.x	RightGazePoint2D.y	RightGazePoint3D.x	RightGazePoint3D.y	RightGazePoint3D.z	RightPupil	RightValidity	Vergence	FixationDist	EventTimeStamp	EventName	EventType	EventId	Code
466.3	-35.5417	8.2281	579.5886	0.7254	0.4616	0.4320	0.5786	0.3342	28.6776	278.0598	38.6209	4.5556	0	27.0217	7.6452	582.9330	0.3933	0.4651	0.4431	0.6569	0.3855	57.2607	265.8317	31.5611	4.5726	0	3.3190	1.0318	-	-	-	-	-
474.6	-35.5445	8.2281	579.5746	0.7254	0.4616	0.4319	0.5773	0.3356	28.2158	277.7292	38.4301	4.5275	0	27.0192	7.6487	582.9552	0.3933	0.4651	0.4432	0.6537	0.3917	56.1039	264.3704	30.7174	4.5591	0	3.3745	1.0150	-	-	-	-	-
483.0	-35.5498	8.2268	579.5570	0.7255	0.4616	0.4319	0.5756	0.3329	27.5943	278.3666	38.7981	4.4971	0	27.0066	7.6494	582.9292	0.3933	0.4650	0.4431	0.6538	0.3938	56.1358	263.8535	30.4190	4.5421	0	3.3228	1.0308	-	-	-	-	-
491.2	-35.5534	8.2275	579.5220	0.7255	0.4616	0.4317	0.5767	0.3344	28.0077	278.0047	38.5891	4.4857	0	26.9954	7.6516	582.8532	0.3934	0.4650	0.4428	0.6504	0.3959	54.8957	263.3619	30.1351	4.5145	0	3.4542	0.9916	-	-	-	-	-
499.7	-35.5617	8.2284	579.4503	0.7256	0.4616	0.4315	0.5822	0.3384	29.9865	277.0500	38.0379	4.4649	0	26.9849	7.6570	582.7776	0.3934	0.4650	0.4426	0.6528	0.3966	55.7678	263.1879	30.0347	4.4890	0	3.5412	0.9671	-	-	-	-	-
507.8	-35.5770	8.2300	579.3887	0.7257	0.4616	0.4313	0.5852	0.3479	31.1060	274.8040	36.7412	4.4388	0	26.9740	7.6584	582.7097	0.3934	0.4650	0.4424	0.6509	0.3987	55.0892	262.6953	29.7502	4.4679	0	3.6836	0.9296	-	-	-	-	-
516.3	-35.5869	8.2321	579.4222	0.7257	0.4616	0.4314	0.5874	0.3466	31.9192	275.0996	36.9119	4.4185	0	26.9606	7.6595	582.6310	0.3935	0.4650	0.4421	0.6505	0.4003	54.9223	262.3223	29.5349	4.4357	0	3.7611	0.9104	-	-	-	-	-
524.6	-35.5895	8.2358	579.4463	0.7257	0.4615	0.4315	0.5873	0.3466	31.8503	275.1092	36.9174	4.3767	0	26.9386	7.6650	582.6077	0.3936	0.4649	0.4420	0.6535	0.4064	56.0191	260.8513	28.6856	4.3991	0	3.6684	0.9333	-	-	-	-	-
532.9	-35.5913	8.2366	579.4223	0.7257	0.4615	0.4314	0.5903	0.3517	32.9545	273.8833	36.2096	4.3541	0	26.9335	7.6644	582.6979	0.3937	0.4650	0.4423	0.6510	0.4042	55.1244	261.3848	28.9936	4.3641	0	3.8267	0.8947	-	-	-	-	-
541.2	-35.5947	8.2363	579.4089	0.7258	0.4615	0.4314	0.5911	0.3589	33.2386	272.1648	35.2175	4.3252	0	26.9366	7.6665	582.7657	0.3937	0.4649	0.4426	0.6458	0.4015	53.2315	262.0319	29.3673	4.3387	0	3.9998	0.8560	-	-	-	-	-
